headlines,posted_time,tokens,labels,secondary_labels,kmeans_3_labels
Goran Dragic retiring from Slovenia team,2017-09-20,"['goran', 'dragic', 'retiring', 'slovenia', 'team']",0,0,0
Magic subpoenaed to testify in Green civil suit,2017-09-20,"['magic', 'subpoenaed', 'testify', 'green', 'civil', 'suit']",0,0,0
Morris twins' accuser pressed on his motives,2017-09-20,"['morris', 'twin', 'accuser', 'pressed', 'motif']",0,0,0
Durant sorry for tweets critical of Thunder,2017-09-19,"['durant', 'sorry', 'tweet', 'critical', 'thunder']",0,0,0
Ex-coach Collins back 'home' as Bulls' adviser,2017-09-19,"['excoach', 'collins', 'back', 'home', 'bull', 'adviser']",0,0,0
Cunningham back to Pelicans on 1-year deal,2017-09-19,"['cunningham', 'back', 'pelican', '1year', 'deal']",0,1,0
Is this about LeBron James? Kyrie Irving offers insight into his trade request,2017-09-19,"['lebron', 'james', 'kyrie', 'irving', 'offer', 'insight', 'trade', 'request']",0,0,0
Seth Jones could be the NHL's next superstar,2017-09-19,"['seth', 'jones', 'could', 'nhls', 'next', 'superstar']",0,0,0
Adidas passes Jordan for second in shoe sales,2017-09-19,"['adidas', 'pass', 'jordan', 'second', 'shoe', 'sale']",0,0,0
Is this about LeBron James? Kyrie Irving offers insight into his trade request,2017-09-19,"['lebron', 'james', 'kyrie', 'irving', 'offer', 'insight', 'trade', 'request']",0,0,0
"Kyrie reflects on trade, 'ecstatic' to be on Celts",2017-09-19,"['kyrie', 'reflects', 'trade', 'ecstatic', 'celt']",0,0,0
"Lakers, Bogut agree to 1-year deal, agent says",2017-09-19,"['lakers', 'bogut', 'agree', '1year', 'deal', 'agent', 'say']",0,1,0
"Stephen Curry takes penalty kick at Chelsea game, meets players",2017-09-18,"['stephen', 'curry', 'take', 'penalty', 'kick', 'chelsea', 'game', 'meet', 'player']",0,0,0
Morris brothers go on trial in 2015 assault,2017-09-18,"['morris', 'brother', 'go', 'trial', '2015', 'assault']",0,0,0
Delaney no longer overseeing game officials,2017-09-18,"['delaney', 'longer', 'overseeing', 'game', 'official']",0,0,0
Check out Pelicans' new alternate uniforms,2017-09-18,"['check', 'pelican', 'new', 'alternate', 'uniform']",0,0,0
Check out Mavericks' new alternate uniforms,2017-09-18,"['check', 'maverick', 'new', 'alternate', 'uniform']",0,0,0
Check out Knicks' new alternate uniforms,2017-09-18,"['check', 'knicks', 'new', 'alternate', 'uniform']",0,0,0
Check out Magic's new alternate uniforms,2017-09-18,"['check', 'magic', 'new', 'alternate', 'uniform']",0,0,0
Check out Rockets' new alternate uniforms,2017-09-18,"['check', 'rocket', 'new', 'alternate', 'uniform']",0,0,0
Check out Celtics' new alternate uniforms,2017-09-18,"['check', 'celtic', 'new', 'alternate', 'uniform']",0,0,0
"Sources: Plumlee, Nuggets agree to $41M deal",2017-09-18,"['source', 'plumlee', 'nugget', 'agree', '41m', 'deal']",0,1,0
Jury selected in Morris brothers' assault trial,2017-09-18,"['jury', 'selected', 'morris', 'brother', 'assault', 'trial']",0,0,0
Woj: Adam Silver taking charge on DNP-rest,2017-09-18,"['woj', 'adam', 'silver', 'taking', 'charge', 'dnprest']",0,0,0
Heat's Dragic named MVP of Eurobasket final,2017-09-17,"['heat', 'dragic', 'named', 'mvp', 'eurobasket', 'final']",0,0,0
Pelton mail: Why is Carmelo Anthony ranked so low?,2017-09-17,"['pelton', 'mail', 'carmelo', 'anthony', 'ranked', 'low']",0,0,0
Damian Lillard has tattoo of Oakland tree featured on Warriors' alternate jerseys,2017-09-17,"['damian', 'lillard', 'tattoo', 'oakland', 'tree', 'featured', 'warrior', 'alternate', 'jersey']",0,0,2
The original #NBArank top 10: Where are they now?,2017-09-16,"['original', 'nbarank', 'top', '10']",0,0,0
The #NBArank top 10: How'd they get here?,2017-09-16,"['nbarank', 'top', '10', 'howd', 'get']",0,0,0
Check out Wizards' new alternate uniforms,2017-09-16,"['check', 'wizard', 'new', 'alternate', 'uniform']",0,0,0
Check out Pacers' new alternate uniforms,2017-09-16,"['check', 'pacer', 'new', 'alternate', 'uniform']",0,0,0
Check out Hawks' new alternate uniforms,2017-09-16,"['check', 'hawk', 'new', 'alternate', 'uniform']",0,0,0
Check out Nets' new alternate uniforms,2017-09-16,"['check', 'net', 'new', 'alternate', 'uniform']",0,0,0
Check out Raptors' new alternate uniforms,2017-09-16,"['check', 'raptor', 'new', 'alternate', 'uniform']",0,0,0
Check out Kings' new alternate uniforms,2017-09-16,"['check', 'king', 'new', 'alternate', 'uniform']",0,0,0
Check out Bucks' new alternate uniforms,2017-09-16,"['check', 'buck', 'new', 'alternate', 'uniform']",0,0,0
Check out Grizzlies' new alternate uniforms,2017-09-15,"['check', 'grizzly', 'new', 'alternate', 'uniform']",0,0,0
Check out Blazers' new alternate uniforms,2017-09-15,"['check', 'blazer', 'new', 'alternate', 'uniform']",0,0,0
Check out Hornets' new alternate uniforms,2017-09-15,"['check', 'hornet', 'new', 'alternate', 'uniform']",0,0,0
Check out Spurs' new alternate uniforms,2017-09-15,"['check', 'spur', 'new', 'alternate', 'uniform']",0,0,0
Check out Nuggets' new alternate uniforms,2017-09-15,"['check', 'nugget', 'new', 'alternate', 'uniform']",0,0,0
Check out Clippers' new alternate uniforms,2017-09-15,"['check', 'clipper', 'new', 'alternate', 'uniform']",0,0,0
Vote: How would you order the #NBArank Top 10?,2017-09-15,"['vote', 'would', 'order', 'nbarank', 'top', '10']",0,0,0
Check out Suns' new alternate uniforms,2017-09-15,"['check', 'sun', 'new', 'alternate', 'uniform']",0,0,0
Check out Heat's new alternate uniforms,2017-09-15,"['check', 'heat', 'new', 'alternate', 'uniform']",0,0,0
Check out Bulls' new alternate uniforms,2017-09-15,"['check', 'bull', 'new', 'alternate', 'uniform']",0,0,0
Check out Jazz's new alternate uniforms,2017-09-15,"['check', 'jazz', 'new', 'alternate', 'uniform']",0,0,0
Check out Timberwolves' new alternate uniforms,2017-09-15,"['check', 'timberwolves', 'new', 'alternate', 'uniform']",0,0,0
Check out Thunder's new alternate uniforms,2017-09-15,"['check', 'thunder', 'new', 'alternate', 'uniform']",0,0,0
Reports: Terry stays with Bucks on 1-year deal,2017-09-15,"['report', 'terry', 'stay', 'buck', '1year', 'deal']",0,1,0
Check out Lakers' new alternate uniforms,2017-09-15,"['check', 'lakers', 'new', 'alternate', 'uniform']",0,0,0
Check out Cavaliers' new alternate uniforms,2017-09-15,"['check', 'cavalier', 'new', 'alternate', 'uniform']",0,0,0
Check out Warriors' new alternate uniforms,2017-09-15,"['check', 'warrior', 'new', 'alternate', 'uniform']",0,0,2
Check out 76ers' new alternate uniforms,2017-09-15,"['check', '76ers', 'new', 'alternate', 'uniform']",0,0,0
Check out Pistons' new alternate uniforms,2017-09-15,"['check', 'piston', 'new', 'alternate', 'uniform']",0,0,0
Pelicans sign veteran free agent guard Allen,2017-09-15,"['pelican', 'sign', 'veteran', 'free', 'agent', 'guard', 'allen']",0,0,0
LeBron still the undefeated champ of #NBArank,2017-09-15,"['lebron', 'still', 'undefeated', 'champ', 'nbarank']",0,0,0
Knicks sign veteran point guard Jack,2017-09-15,"['knicks', 'sign', 'veteran', 'point', 'guard', 'jack']",0,0,0
Draymond Green dishes on how he soared 324 spots in #NBArank,2017-09-15,"['draymond', 'green', 'dish', 'soared', '324', 'spot', 'nbarank']",0,0,0
LeBron James and wife visit Los Angeles private school,2017-09-15,"['lebron', 'james', 'wife', 'visit', 'los', 'angeles', 'private', 'school']",0,0,0
Ex-Celtic Driggers gets 8-year prison sentence,2017-09-14,"['exceltic', 'driggers', 'get', '8year', 'prison', 'sentence']",0,0,0
"Heat, Arisons donating $10 million to Irma relief",2017-09-14,"['heat', 'arisons', 'donating', '10', 'million', 'irma', 'relief']",0,0,0
Boris Diaw to play in France for Paris-Levallois,2017-09-14,"['boris', 'diaw', 'play', 'france', 'parislevallois']",0,0,0
Pot arrest nets Randolph community service,2017-09-14,"['pot', 'arrest', 'net', 'randolph', 'community', 'service']",0,0,0
Lowe: Remember Kevin Love? LeBron and the Cavs need him more than ever,2017-09-14,"['lowe', 'remember', 'kevin', 'love', 'lebron', 'cavs', 'need', 'ever']",0,0,0
"Kyrie dips, Kristaps rises among the #NBArank top 30",2017-09-14,"['kyrie', 'dip', 'kristaps', 'rise', 'among', 'nbarank', 'top', '30']",0,0,0
Porzingis' lone stat rival? Only a young LeBron can compare,2017-09-14,"['porzingis', 'lone', 'stat', 'rival', 'young', 'lebron', 'compare']",0,0,0
Hornets bring back 'classic uniform' design,2017-09-13,"['hornet', 'bring', 'back', 'classic', 'uniform', 'design']",0,0,0
Hawks' Bembry to miss 4-6 weeks with injury,2017-09-13,"['hawk', 'bembry', 'miss', '46', 'week', 'injury']",0,0,0
"Sources: Heat, Richardson agree on $42M deal",2017-09-13,"['source', 'heat', 'richardson', 'agree', '42m', 'deal']",0,1,0
Wolters signs with Jazz on 2-way contract,2017-09-13,"['wolters', 'sign', 'jazz', '2way', 'contract']",0,0,0
"5-on-5: Debating Ball, Embiid, Booker and future #NBArank stars",2017-09-13,"['5on5', 'debating', 'ball', 'embiid', 'booker', 'future', 'nbarank', 'star']",0,0,0
"Are Thomas, Embiid headed in opposite directions? #NBArank hits the top 50",2017-09-13,"['thomas', 'embiid', 'headed', 'opposite', 'direction', 'nbarank', 'hit', 'top', '50']",0,0,0
Sources: Westbrook re-ups with Jordan Brand,2017-09-13,"['source', 'westbrook', 'reups', 'jordan', 'brand']",0,1,0
Durant's latest kicks send message to his critics,2017-09-13,"['durant', 'latest', 'kick', 'send', 'message', 'critic']",0,0,0
Carmelo Anthony is not pleased with #NBArank spot,2017-09-13,"['carmelo', 'anthony', 'pleased', 'nbarank', 'spot']",0,0,0
Joel Embiid tiers: From superstar status to free-agent hazard,2017-09-13,"['joel', 'embiid', 'tier', 'superstar', 'status', 'freeagent', 'hazard']",0,0,0
"Twice as nice: Lakers to retire Kobe's 8, 24",2017-09-13,"['twice', 'nice', 'lakers', 'retire', 'kobe', '8', '24']",0,0,0
Sources: Warriors land $60M jersey-patch deal,2017-09-12,"['source', 'warrior', 'land', '60m', 'jerseypatch', 'deal']",0,1,2
"Oakley files suit against Dolan, MSG over tiff",2017-09-12,"['oakley', 'file', 'suit', 'dolan', 'msg', 'tiff']",0,0,0
Lonzo over Melo? #NBArank enters the top 75,2017-09-12,"['lonzo', 'melo', 'nbarank', 'enters', 'top', '75']",0,0,0
Sources: Big3's Childress gets Nuggets tryout,2017-09-12,"['source', 'big3s', 'childress', 'get', 'nugget', 'tryout']",0,1,0
Sources: Muhammad returning to Wolves,2017-09-12,"['source', 'muhammad', 'returning', 'wolf']",0,1,0
"LeBron, Dwyane Wade work out together in Los Angeles",2017-09-12,"['lebron', 'dwyane', 'wade', 'work', 'together', 'los', 'angeles']",0,0,0
Latest free-agent buzz from around the league,2017-09-12,"['latest', 'freeagent', 'buzz', 'around', 'league']",0,0,0
Seattle group thinks arena ready in 3 years,2017-09-12,"['seattle', 'group', 'think', 'arena', 'ready', '3', 'year']",0,0,0
Still a superstar? Melo falls out of top 50 in #NBArank,2017-09-12,"['still', 'superstar', 'melo', 'fall', 'top', '50', 'nbarank']",0,0,0
"Future Rockets? Melo works out with CP3, Harden",2017-09-12,"['future', 'rocket', 'melo', 'work', 'cp3', 'harden']",0,0,0
"Sources: T. Allen, Pelicans agree to 1-year deal",2017-09-11,"['source', 'allen', 'pelican', 'agree', '1year', 'deal']",0,1,0
"Sources: T. Zeller, Nets agree to 2-year deal",2017-09-11,"['source', 'zeller', 'net', 'agree', '2year', 'deal']",0,1,0
Steph: KD's UA barb won't cause Warriors rift,2017-09-11,"['steph', 'kds', 'ua', 'barb', 'wont', 'cause', 'warrior', 'rift']",0,0,2
#NBArank: Our countdown of the Top 100 begins,2017-09-11,"['nbarank', 'countdown', 'top', '100', 'begin']",0,0,0
How some of the mighty have fallen in #NBArank,2017-09-11,"['mighty', 'fallen', 'nbarank']",0,0,0
Duncan calls Irma donation response 'amazing',2017-09-11,"['duncan', 'call', 'irma', 'donation', 'response', 'amazing']",0,0,0
Pierce on Allen: 'Bury the hatchet',2017-09-10,"['pierce', 'allen', 'bury', 'hatchet']",0,0,0
Duncan raising funds for Hurricane Irma victims,2017-09-09,"['duncan', 'raising', 'fund', 'hurricane', 'irma', 'victim']",0,0,0
"McGrady into Hall: 'Yes, I deserve to be here'",2017-09-09,"['mcgrady', 'hall', 'yes', 'deserve']",0,0,0
'Shoe' show: Buckeyes to sport LeBron cleats,2017-09-09,"['shoe', 'show', 'buckeye', 'sport', 'lebron', 'cleat']",0,0,0
Tim Duncan requests Hurricane Irma relief donations toward native U.S. Virgin Islands,2017-09-09,"['tim', 'duncan', 'request', 'hurricane', 'irma', 'relief', 'donation', 'toward', 'native', 'u', 'virgin', 'island']",0,0,0
"Kevin Durant, Dwyane Wade among those to salute Tracy McGrady on Hall of Fame induction",2017-09-08,"['kevin', 'durant', 'dwyane', 'wade', 'among', 'salute', 'tracy', 'mcgrady', 'hall', 'fame', 'induction']",0,0,0
Basketball Hall of Fame: Class of 2017,2017-09-08,"['basketball', 'hall', 'fame', 'class', '2017']",0,0,0
"Tracy McGrady is celebrated, but his jersey isn't",2017-09-08,"['tracy', 'mcgrady', 'celebrated', 'jersey', 'isnt']",0,0,0
"Lonzo Ball drops rap single, spits bars about little brother LaMelo",2017-09-08,"['lonzo', 'ball', 'drop', 'rap', 'single', 'spit', 'bar', 'little', 'brother', 'lamelo']",0,0,0
Hornets' Clifford supportive of Kidd-Gilchrist,2017-09-08,"['hornet', 'clifford', 'supportive', 'kiddgilchrist']",0,0,0
Tracy McGrady's basketball fireworks pave way to Hall of Fame,2017-09-08,"['tracy', 'mcgradys', 'basketball', 'firework', 'pave', 'way', 'hall', 'fame']",0,0,0
McGrady's mind on Houston at HOF ceremony,2017-09-07,"['mcgradys', 'mind', 'houston', 'hof', 'ceremony']",0,0,0
Seattle group says it will also rebuild KeyArena,2017-09-07,"['seattle', 'group', 'say', 'also', 'rebuild', 'keyarena']",0,0,0
"Cavs introduce Thomas, mum on hip injury",2017-09-07,"['cavs', 'introduce', 'thomas', 'mum', 'hip', 'injury']",0,0,0
Kyrie Irving is embracing the 'crazy' as Boston's new leading man,2017-09-07,"['kyrie', 'irving', 'embracing', 'crazy', 'boston', 'new', 'leading', 'man']",0,0,0
Clips create 'Star' seating with hefty price tag,2017-09-07,"['clip', 'create', 'star', 'seating', 'hefty', 'price', 'tag']",0,0,0
Pacers owner: Won't sue Lakers over tampering,2017-09-07,"['pacer', 'owner', 'wont', 'sue', 'lakers', 'tampering']",0,0,0
Markkanen already easing the blow from the Butler trade,2017-09-07,"['markkanen', 'already', 'easing', 'blow', 'butler', 'trade']",0,0,0
Collectors land three rare Jordan cards in pack opening,2017-09-07,"['collector', 'land', 'three', 'rare', 'jordan', 'card', 'pack', 'opening']",0,0,0
"Hawks sign former Duke guard Quinn Cook, 2 more players",2017-09-06,"['hawk', 'sign', 'former', 'duke', 'guard', 'quinn', 'cook', '2', 'player']",0,0,0
Thomas on trade to Cavaliers: 'It still hurts',2017-09-06,"['thomas', 'trade', 'cavalier', 'still', 'hurt']",0,0,0
Cavs renew plans for $140M arena makeover,2017-09-06,"['cavs', 'renew', 'plan', '140m', 'arena', 'makeover']",0,0,0
"Terrell Owens, Derek Fisher among four athletes in upcoming season of 'Dancing with the Stars'",2017-09-06,"['terrell', 'owen', 'derek', 'fisher', 'among', 'four', 'athlete', 'upcoming', 'season', 'dancing', 'star']",0,0,0
"For better or worse, LeBron James and Isaiah Thomas are now joined at Thomas' fragile hip",2017-09-06,"['better', 'worse', 'lebron', 'james', 'isaiah', 'thomas', 'joined', 'thomas', 'fragile', 'hip']",0,0,0
Need a plumber? Call Aaron Rodgers,2017-09-06,"['need', 'plumber', 'call', 'aaron', 'rodgers']",0,0,0
Heat sign guard Drew II from team's G League,2017-09-05,"['heat', 'sign', 'guard', 'drew', 'ii', 'team', 'g', 'league']",0,0,0
Source: Fertitta buys Rockets for record $2.2B,2017-09-05,"['source', 'fertitta', 'buy', 'rocket', 'record', '22b']",0,0,0
Magic: Take tampering fine out of my salary,2017-09-05,"['magic', 'take', 'tampering', 'fine', 'salary']",0,0,0
Zach LaVine is the wild card on the sneaker market,2017-09-05,"['zach', 'lavine', 'wild', 'card', 'sneaker', 'market']",0,0,0
First Look: Cast revealed for upcoming 'Uncle Drew' movie,2017-09-05,"['first', 'look', 'cast', 'revealed', 'upcoming', 'uncle', 'drew', 'movie']",0,0,0
What record sale means for Rockets' future and other owners,2017-09-05,"['record', 'sale', 'mean', 'rocket', 'future', 'owner']",0,0,0
Rockets' Harden giving $1M for Harvey relief,2017-09-05,"['rocket', 'harden', 'giving', '1m', 'harvey', 'relief']",0,0,0
"With blockbuster complete, Boston's focus shifts to solving its roster puzzle",2017-09-04,"['blockbuster', 'complete', 'boston', 'focus', 'shift', 'solving', 'roster', 'puzzle']",0,0,0
"After dissing Nas, Lonzo Ball raps at LaMelo's birthday party",2017-09-04,"['dissing', 'na', 'lonzo', 'ball', 'rap', 'lamelos', 'birthday', 'party']",0,0,0
Derrick Rose gets emotional watching fan tribute video in China,2017-09-04,"['derrick', 'rose', 'get', 'emotional', 'watching', 'fan', 'tribute', 'video', 'china']",0,0,0
Van Gundy leads U.S. to FIBA AmeriCup gold,2017-09-04,"['van', 'gundy', 'lead', 'u', 'fiba', 'americup', 'gold']",0,0,0
JaVale McGee re-enacts traffic in L.A. with daughter's help,2017-09-03,"['javale', 'mcgee', 'reenacts', 'traffic', 'la', 'daughter', 'help']",0,0,0
Lonzo Ball upsets rapper Lil B for choosing Migos over Nas,2017-09-02,"['lonzo', 'ball', 'upset', 'rapper', 'lil', 'b', 'choosing', 'migos', 'na']",0,0,0
Pelton mail: How early could LeBron have been the No. 1 pick?,2017-09-02,"['pelton', 'mail', 'early', 'could', 'lebron', '1', 'pick']",0,0,0
Victor Oladipo shows off hidden singing talent in debut single,2017-09-02,"['victor', 'oladipo', 'show', 'hidden', 'singing', 'talent', 'debut', 'single']",0,0,0
Kyrie praises LeBron; trade about 'potential',2017-09-01,"['kyrie', 'praise', 'lebron', 'trade', 'potential']",0,0,0
How the Air Jordan II evolved into the Air Jordan XXXII,2017-09-01,"['air', 'jordan', 'ii', 'evolved', 'air', 'jordan', 'xxxii']",0,0,0
Tampering or fair pursuit? 'Things get blurry all the time',2017-09-01,"['tampering', 'fair', 'pursuit', 'thing', 'get', 'blurry', 'time']",0,0,0
Sources: Bucks cut Hawes to avoid luxury tax,2017-09-01,"['source', 'buck', 'cut', 'hawes', 'avoid', 'luxury', 'tax']",0,1,0
Kidd says Westbrook is the Mike Tyson of hoops,2017-11-01,"['kidd', 'say', 'westbrook', 'mike', 'tyson', 'hoop']",0,0,0
Defensive-minded Raptors visit Nuggets,2017-11-01,"['defensiveminded', 'raptor', 'visit', 'nugget']",0,0,0
"Everybody gets involved as Lonzo Ball, Lakers blow out Pistons",2017-11-01,"['everybody', 'get', 'involved', 'lonzo', 'ball', 'lakers', 'blow', 'piston']",0,0,0
Pelicans look to rebound against clutch Timberwolves,2017-11-01,"['pelican', 'look', 'rebound', 'clutch', 'timberwolves']",0,0,0
Grizzlies look to continue home dominance of Magic,2017-11-01,"['grizzly', 'look', 'continue', 'home', 'dominance', 'magic']",0,0,0
"Porzingis, surging Knicks host slumping Rockets",2017-11-01,"['porzingis', 'surging', 'knicks', 'host', 'slumping', 'rocket']",0,0,0
Irving quickly fitting in as Celtics host Kings,2017-11-01,"['irving', 'quickly', 'fitting', 'celtic', 'host', 'king']",0,0,0
